Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
who,Americas,total,Sanitation,2003,46.21652,397314151.32602,Basic service
who,Americas,urban,Sanitation,2003,43.2494,288428772.85242,Basic service
who,Americas,total,Sanitation,2003,3.2609,28033263.59612,Limited service
who,Americas,rural,Sanitation,2003,2.57711,4968232.80636,Limited service
who,Americas,urban,Sanitation,2003,3.45856,23065031.20456,Limited service
who,Americas,total,Sanitation,2003,5.19076,44623949.14127,Open defecation
who,Americas,rural,Sanitation,2003,17.1203,33005082.23853,Open defecation
who,Americas,urban,Sanitation,2003,1.74223,11618867.20469,Open defecation
who,Americas,total,Sanitation,2003,38.87757,334222683.96398,Safely managed service
who,Americas,urban,Sanitation,2003,46.8022,312122295.74137,Safely managed service
who,Americas,total,Sanitation,2003,6.45425,55485878.27262,Unimproved
who,Americas,rural,Sanitation,2003,12.35804,23824240.45907,Unimproved
who,Americas,urban,Sanitation,2003,4.74761,31661630.53096,Unimproved
who,Americas,rural,Sanitation,2004,68.75826,132562356.83319,At least basic
who,Americas,total,Sanitation,2004,46.12933,401120795.21713,Basic service
who,Americas,urban,Sanitation,2004,42.99551,290977316.03305,Basic service
who,Americas,total,Sanitation,2004,3.25505,28304546.66837,Limited service
who,Americas,rural,Sanitation,2004,2.67114,5149818.23867,Limited service
who,Americas,urban,Sanitation,2004,3.4214,23154728.43467,Limited service
who,Americas,total,Sanitation,2004,4.90882,42684975.5074,Open defecation
who,Americas,rural,Sanitation,2004,16.33167,31486616.52751,Open defecation
who,Americas,urban,Sanitation,2004,1.6547,11198359.4231,Open defecation
who,Americas,total,Sanitation,2004,39.41899,342770608.5873,Safely managed service
who,Americas,urban,Sanitation,2004,47.33594,320351734.33276,Safely managed service
who,Americas,total,Sanitation,2004,6.28781,54676056.01979,Unimproved
who,Americas,rural,Sanitation,2004,12.23893,23596014.48376,Unimproved
who,Americas,urban,Sanitation,2004,4.59246,31080038.71875,Unimproved
who,Americas,rural,Sanitation,2005,70.28938,135520495.50934,At least basic
who,Americas,total,Sanitation,2005,46.90972,412564843.82019,Basic service
who,Americas,urban,Sanitation,2005,43.71628,300192343.07007,Basic service
who,Americas,total,Sanitation,2005,3.11605,27405257.26875,Limited service
